Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value
CHEMBL6026950,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)C4(CCC4)S(=O)(=O)[C@@H]3F)c2)c(C)c1,IC50,'=',3.63,nM,8.44
CHEMBL1791017,CC[C@H](C)[C@H](NC(=O)C1CCCCO1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1cccc(C(=O)O)c1)C(C)C,IC50,'=',69,nM,7.16
CHEMBL2177328,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(OC(F)(F)F)c3)ccc1O2,IC50,'=',2760,nM,5.56
CHEMBL2177330,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(Cl)cc3F)ccc1O2,IC50,'=',1560,nM,5.81
CHEMBL5182136,COc1cc(/C=C/c2cc(=O)oc3c2ccc2oc(-c4cc(OC)cc(OC)c4)cc23)cc(OC)c1,IC50,'=',15300,nM,4.82
CHEMBL280244,CC[C@H](C)[C@H](O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](CC(C)C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,IC50,'=',176,nM,6.75
CHEMBL213904,O=C(Nc1cc(Br)ccc1N1CCN(CCO)CC1)c1cccc2ccccc12,IC50,'=',79,nM,7.1
CHEMBL237888,Cn1c(N)nc(CCc2ccccc2)cc1=O,IC50,'=',220000,nM,
CHEMBL3653497,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(C)n1,IC50,'=',210,nM,6.68
CHEMBL3642620,CC1(c2cccc(OCC(=O)Nc3ccc(F)cc3)c2)CCSC(N)=N1,IC50,'=',5700,nM,5.24
CHEMBL1526260,COc1ccc(C(=S)N(C)C)cc1OC,IC50,'=',1500,nM,5.82
CHEMBL2177904,NC1=N[C@](c2ccncc2)(c2cccc(-c3cncnc3)c2)c2cccc(F)c21,IC50,'=',124,nM,6.91
CHEMBL2177333,COc1ccc(F)c(-c2ccc3c(c2)C2(COC(N)=N2)c2cc(OC)ccc2O3)c1,IC50,'=',3720,nM,5.43
CHEMBL1760867,O=S1(=O)C[C@@H](Cc2ccc(O)c(Br)c2)[C@H](O)[C@@H](NCc2cc(Cl)cc(Cl)c2)C1,IC50,'=',4200,nM,5.38
CHEMBL3949349,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N(Cc2cnccn2)C1=O,IC50,'=',2119,nM,5.67
CHEMBL3703283,CCC1Oc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C12COC2,IC50,'=',410,nM,6.39
CHEMBL3703285,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(CC)O3)c1,IC50,'=',58,nM,7.24
CHEMBL3650768,COc1ccc(F)c(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c1,IC50,'=',660,nM,6.18
CHEMBL3650779,CC1(C)Oc2ccc(-c3cc(F)cc(F)c3)cc2C2(COC(N)=N2)C12COC2,IC50,'=',170,nM,6.77
CHEMBL3650782,CC1(C)Oc2ccc(-c3cncc(Cl)n3)cc2C2(COC(N)=N2)C12COC2,IC50,'=',450,nM,6.35
CHEMBL3703292,NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OCC21CCCO1,IC50,'=',64100,nM,4.19
CHEMBL3703223,NC1=NC2(CO1)c1cc(Br)c(F)cc1OCC21CC1,IC50,'=',41300,nM,4.38
CHEMBL3703224,COCC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)CO3)c1,IC50,'=',2310,nM,5.64
CHEMBL3908165,COC1CCC2(CC1)Cc1ccc(C#CC3CCCC3)cc1C21N=C(N)N(C)O1,IC50,'=',9.7,nM,8.01
CHEMBL3928953,COC1CCC2(CC1)Cc1ccc(C#CC(F)(F)F)cc1C21N=C(N)N(C)O1,IC50,'=',3.7,nM,8.43
CHEMBL3956596,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(N)N(Cc2nnc(C)o2)C1=O,IC50,'=',4.3,nM,8.37
CHEMBL3980499,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(N)N(CCF)C1=O,IC50,'=',5.3,nM,8.28
CHEMBL3915086,COCCN1C(=O)C2(N=C1N)c1cc(C#N)ccc1CC21CCC(OC)CC1,IC50,'=',48.9,nM,7.31
CHEMBL3963016,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC2CCO2)C1=O,IC50,'=',7.3,nM,8.14
CHEMBL3924244,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(Cc2cnc3ccccc3n2)C1=O,IC50,'=',5.4,nM,8.27
CHEMBL3930721,[C-]#[N+]c1cncc(-c2ccc3c(c2)C2(N=C(N)N(CC(F)(F)F)C2=O)C2(CCC(OC)CC2)C3)c1,IC50,'=',22.5,nM,7.65
CHEMBL3933950,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(Cc2ccc(F)cn2)C1=O,IC50,'=',12.5,nM,7.9
CHEMBL3906909,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1[C@@]21N=C(N)N([C@@H](C)c2ccccc2)C1=O,IC50,'=',185.5,nM,6.73
CHEMBL3936196,CCCN1C(=O)C2(N=C1N)c1cc(OCC3CC3)ccc1CC21CCC(OC)CC1,IC50,'=',6.2,nM,8.21
CHEMBL3908263,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(Cc2ccc3nccnc3c2)C1=O,IC50,'=',18.1,nM,7.74
CHEMBL3966350,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(Cc2ccc(C#N)cc2)C1=O,IC50,'=',15.5,nM,7.81
CHEMBL3914985,CN1C(=O)C2(N=C1N)c1cc(Cl)ccc1CC21CCc2ccccc2CC1,IC50,'=',33.8,nM,7.47
CHEMBL3925501,CN1C(=O)C2(N=C1N)c1cc(-c3cccnc3)ccc1OC21CCc2ccccc2CC1,IC50,'=',8.7,nM,8.06
CHEMBL4114390,COCCOc1ccc2c(c1)[C@]1(N=C(N)N(C)C1=O)C1(CCC(OC)CC1)C2,IC50,'=',7.2,nM,8.14
CHEMBL3924326,CCCc1ccc2c(c1)C1(NC(=O)N(CCF)C1=O)C1(CCC(OC)CC1)C2,IC50,'=',16,nM,7.8
CHEMBL3915818,COC1CCC2(CC1)Cc1ccc(Sc3ccccc3)cc1C21NC(N)N(C)C1=O,IC50,'=',40,nM,7.4
CHEMBL3639440,C=Cc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1,IC50,'=',150,nM,6.82
CHEMBL3640233,C[C@@]1(c2cc(NC(=O)CSc3nccc(O)n3)ccc2F)CCSC(N)=N1,IC50,'=',6790,nM,5.17
CHEMBL3640234,COCCOCCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CCSC(N)=N3)c2)cn1,IC50,'=',80,nM,7.1
CHEMBL3640235,Cc1cn2cc(C(=O)Nc3ccc(F)c([C@]4(C)CCSC(N)=N4)c3)ncc2n1,IC50,'=',60,nM,7.22
CHEMBL3640239,Cc1nc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)SCC3(F)F)c2)co1,IC50,'=',20,nM,7.7
CHEMBL3640241,C[C@@]1(c2cc(Nc3ncc4ccccn34)ccc2F)CCSC(N)=N1,IC50,'=',510,nM,6.29
CHEMBL3640242,C[C@@]1(c2cc(NC(=O)c3coc(C(F)(F)F)n3)ccc2F)CCSC(N)=N1,IC50,'=',10,nM,8
CHEMBL3640246,C[C@@]1(c2cc(NC(=O)c3cnc(NCC#N)cn3)ccc2F)CCSC(N)=N1,IC50,'=',200,nM,6.7
CHEMBL3640252,CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(C)c1F,IC50,'=',217,nM,6.66
CHEMBL3640273,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(OC)c1F,IC50,'=',61.5,nM,7.21
CHEMBL3640278,CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(OC)c1F,IC50,'=',26,nM,7.58
CHEMBL3640265,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(C2CC2)c1Cl,IC50,'=',117,nM,6.93
CHEMBL3640262,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3F)C2)nc(C)c1F,IC50,'=',16.5,nM,7.78
CHEMBL3640261,Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cccc(C#N)c3)C2)nc(C2CC2)c1F,IC50,'=',213,nM,6.67
CHEMBL3653510,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)c1,IC50,'=',6,nM,8.22
CHEMBL3645149,Cc1nc(C)c(C(=O)Nc2ccc(F)c([C@]3(C)CCSC(N)=N3)c2)s1,IC50,'=',160,nM,6.8
CHEMBL3640254,Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(C2CC2)c1Cl,IC50,'=',664,nM,6.18
CHEMBL541020,CO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,IC50,'=',52,nM,7.28
CHEMBL555517,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(/C(C)=N\OC)c1,IC50,'=',42,nM,7.38
CHEMBL541976,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)=O)cc(C(=O)NC(C)c3ccc(F)cc3)c2)c1,IC50,'=',91,nM,7.04
CHEMBL560711,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)O)cc(N(C)S(C)(=O)=O)c2)c1,IC50,'=',122,nM,6.91
CHEMBL539653,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cccc(N(c3ccccc3)S(C)(=O)=O)c2)c1,IC50,'=',137,nM,6.86
CHEMBL541172,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)=O)cc(N(c3ccccc3)S(C)(=O)=O)c2)c1,IC50,'>',263,nM,
CHEMBL555916,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N\OCc3ccccc3)cc(N(c3ccccc3)S(C)(=O)=O)c2)c1,IC50,'=',88,nM,7.06
CHEMBL2152914,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,IC50,'=',2.2,nM,8.66
CHEMBL3937468,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(F)c3)cc1C21N=C(C)C(N)=N1,IC50,'=',5.5,nM,8.26
CHEMBL2152916,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(C)C(N)=N1,IC50,'=',14500,nM,4.84
CHEMBL3922553,CO[C@H]1CC[C@]2(CC1)Cc1ccc(NC(=O)c3oc4cc(Cl)ccc4c3C)cc1C21N=C(C)C(N)=N1,IC50,'=',17,nM,7.77
CHEMBL3653700,CC1=NC2(CC3(CCCOC3)Oc3ccc(-c4ccc(F)c(Cl)c4)cc32)N=C1N,IC50,'=',180,nM,6.75
CHEMBL3653703,CC1=N[C@]2(C[C@@H]([C@@H]3CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,IC50,'=',2030,nM,5.69
CHEMBL3653702,CC1=NC2(CC(C3CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,IC50,'=',35700,nM,4.45
CHEMBL3653722,CCC1=NC2(N=C1N)c1cc(-c3cncc(Cl)c3)ccc1C[C@]21CC[C@@H](OC)CC1,IC50,'=',5.7,nM,8.24
CHEMBL3653722,CCC1=NC2(N=C1N)c1cc(-c3cncc(Cl)c3)ccc1C[C@]21CC[C@@H](OC)CC1,IC50,'=',2.9,nM,8.54
CHEMBL3653723,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(N)C(CC)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,IC50,'=',1.2,nM,8.92
CHEMBL4111964,C[C@@]1(c2cc(NC[C@H]3CCCO3)ccc2F)COCC(N)=N1,IC50,'=',1110,nM,5.96
CHEMBL3304306,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2,IC50,'=',120,nM,6.92
CHEMBL3941417,CC#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,IC50,'=',21,nM,7.68
CHEMBL3960028,CC1OB(c2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(NC(=O)c4ccccc4)=N3)c2)OC1(C)C,IC50,'=',8.9,nM,8.05
CHEMBL3895405,Cc1cc(C(F)F)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,IC50,'=',17,nM,7.77
CHEMBL3911484,COc1cnc2c(Nc3cc(F)c(F)c([C@]4(C)C[C@@H](C(F)(F)F)OC(N)=N4)c3)nccc2c1,IC50,'=',224,nM,6.65
CHEMBL3940730,NC1=N[C@](CF)(c2cc(C#Cc3ccc(OC(F)F)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,IC50,'=',2460,nM,5.61
CHEMBL3916241,NC1=N[C@](CF)(c2cc(C#Cc3ccc(OC4CCC4)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,IC50,'=',5980,nM,5.22
CHEMBL3957666,NC1=NC(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)C[C@@H](C(F)(F)F)O1,IC50,'=',55,nM,7.26
CHEMBL3904438,CC#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,IC50,'=',3.67,nM,8.44
CHEMBL3942635,O=C(NC1=N[C@](CF)(c2nc(Br)ccc2F)C[C@@H](C(F)(F)F)O1)c1ccccc1,IC50,'=',29,nM,7.54
CHEMBL3953424,C[C@@H]1Oc2ccc(-c3cncnc3)cc2[C@]2(COC(=N)N2)C12COC2,IC50,'=',2050,nM,5.69
CHEMBL2181915,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1cccc(-c3nccs3)c1)NC(=O)[C@H]1CCCO1)CC1(CCC1)O2,IC50,'=',11,nM,7.96
CHEMBL2181906,C#Cc1cc(F)cc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,IC50,'=',7.3,nM,8.14
CHEMBL2181899,C#Cc1ccc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1,IC50,'=',99,nM,7
CHEMBL2181898,COCC(=O)N[C@@H](Cc1ccc(-c2nccs2)cc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,IC50,'=',26,nM,7.58
CHEMBL2181896,C#Cc1cccc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,IC50,'=',7.1,nM,8.15
CHEMBL2181893,COCC(=O)N[C@@H](Cc1cccc(-c2cncs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,IC50,'=',8.2,nM,8.09
CHEMBL2181912,CO[C@@H](C)C(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,IC50,'=',7.2,nM,8.14
CHEMBL2181894,COCC(=O)N[C@@H](Cc1cccc(-c2cscn2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,IC50,'=',6.9,nM,8.16
CHEMBL2171307,COCC(=O)N[C@@H](Cc1ccc(F)cc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,IC50,'=',5,nM,8.3
CHEMBL4442213,COc1ccc2[nH]c3nc4c(c(N)c3c2c1)CCCC4,IC50,'=',2400,nM,5.62
CHEMBL467635,Cc1ccc(Nc2cc(-c3ccc(N(C)C)cc3)ncn2)cc1NS(C)(=O)=O,IC50,'=',15000,nM,4.82
CHEMBL183494,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cccc(C(=O)O)c1,IC50,'=',8.2,nM,8.09
CHEMBL445281,O=C(N[C@@H](Cc1ccccc1)[C@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1)c1cc(Br)cc(C(=O)N2COC[C@@H]2c2ccccc2)n1,IC50,'=',15,nM,7.82
CHEMBL2047036,CN(c1cc2cc(c1)C(=O)N[C@H]([C@H](O)CNCc1ccccc1)COCCCCCNC2=O)S(C)(=O)=O,IC50,'>',10000,nM,
CHEMBL2011996,CN1C(=N)NC(c2ccncc2)(c2cccc(-c3cccc(Cl)c3)c2)C1=O,IC50,,,,
CHEMBL2011998,CN1C(=N)NC(c2cccc(-c3cccc(Cl)c3)c2)(c2ncccn2)C1=O,IC50,'>',10000,nM,
CHEMBL255192,C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(N2CCCC2)cc(N2CCCC2=O)c1)C(=O)NC1CCCCC1,IC50,'=',860,nM,6.07
CHEMBL565790,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C1CCCC1,IC50,'=',120,nM,6.92
CHEMBL566007,CN1C(=O)C(c2ccccc2)(c2ccc(Cl)cc2)N=C1N,IC50,'=',2250,nM,5.65
CHEMBL566198,CCOc1ccc(C2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1,IC50,'=',330,nM,6.48
CHEMBL566633,CN1C(=O)C(c2ccc(OC(F)(F)F)cc2)(c2cc(F)cc(-c3cncnc3)c2)N=C1N,IC50,'=',320,nM,6.5
CHEMBL567341,CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(C#N)nc21,IC50,'=',63095.73,nM,4.2
CHEMBL583178,CN1C(=N)N[C@](CCC2CCCCC2)(CC2CCCCC2)C1=O,IC50,'=',605,nM,6.22
CHEMBL1933451,Nc1nc(Cc2ccccc2)cn1Cc1cc(F)cc(F)c1,IC50,,,,
CHEMBL1915992,CCCC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCCC)CN2)C1=O,IC50,'=',84,nM,7.08
CHEMBL1915994,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@H](CC(C)C)C2=O)C1,IC50,'=',69,nM,7.16
CHEMBL1915998,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](C)N2CC[C@H](C(C)C)C2=O)C1,IC50,'=',390,nM,6.41
CHEMBL1916160,CCCC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccn3)CN2)C1=O,IC50,'=',360,nM,6.44
CHEMBL1916163,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](N)CN2)C1=O,IC50,'=',270,nM,6.57
CHEMBL1916007,CCCC[C@H]1CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@H](O)CN2)C1=O,IC50,'=',96,nM,7.02
CHEMBL2347197,C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)cn1,IC50,'=',13,nM,7.89
CHEMBL2347196,C[C@]1(c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)ccc2F)N=C(N)OCC1(F)F,IC50,'=',25,nM,7.6
CHEMBL2347195,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)cn1,IC50,'=',27,nM,7.57
CHEMBL2347191,C[C@]1(c2cc(NC(=O)c3ccc(OCC(F)(F)C(F)F)cn3)ccc2F)N=C(N)OCC1(F)F,IC50,'=',42,nM,7.38
CHEMBL2347879,COc1ccc(C(=O)N2CCN(c3ccc(Br)cc3NC(=O)c3cc4ccccc4o/c3=N\c3ccccc3)CC2)cc1,IC50,'>',10000,nM,
CHEMBL373423,C[C@@H](NC(=O)c1cc(COC[C@](C)(N)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,IC50,'=',430,nM,6.37
CHEMBL375217,C[C@@H](NC(=O)c1cc(C(=O)OCC(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,IC50,'=',200,nM,6.7
CHEMBL510508,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc4oc5c(Oc6cc(O)cc(O)c6)c(O)cc(O)c5c4c2O3)c1,IC50,'=',2130,nM,5.67
CHEMBL1082547,C[C@@H](NC(=O)c1cc(COC(=O)C(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,IC50,'=',684,nM,6.17
CHEMBL3639691,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C=CSC(N)=N1,IC50,'=',9.6,nM,8.02
CHEMBL380381,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,IC50,'=',6.5,nM,8.19
CHEMBL381826,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,IC50,'=',4.8,nM,8.32
CHEMBL567026,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@@]1(c2cccc(C(C)(C)C)c2)CC[C@H](S(C)(=O)=O)NC1,IC50,'=',210,nM,6.68
CHEMBL570982,CON[C@H]1CC[C@@](NC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CN1,IC50,'=',100,nM,7
CHEMBL583546,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@@]1(c2cccc(C(C)(C)C)c2)CC[C@H](NS(C)(=O)=O)NC1,IC50,'=',400,nM,6.4
CHEMBL571433,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@@]1(c2cccc(C(C)(C)C)c2)CC[C@H](Nc2ccccn2)NC1,IC50,'=',73,nM,7.14
CHEMBL1952317,CSc1cccc2c(O)c(C(=O)Nc3ccc(N(CCO)CCO)cc3)cnc12,IC50,'=',3840,nM,5.42
CHEMBL378225,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,IC50,'=',15,nM,7.82
CHEMBL1098734,NC1=Nc2ccc3cc2CN1[C@H](C1CCCCC1)CCC(=O)N(C1CCCCC1)CCCc1cccc(c1)O3,IC50,'=',34,nM,7.47
CHEMBL1097281,NC1=Nc2ccc3cc2CN1[C@H](C1CCCCC1)CCC(=O)N([C@H]1CC[C@@H](C(=O)O)CC1)CCc1cccc(c1)O3,IC50,'=',310,nM,6.51
CHEMBL237888,Cn1c(N)nc(CCc2ccccc2)cc1=O,IC50,'=',180000,nM,3.75
CHEMBL239638,CN1C(=O)CC(C)(c2ccccc2)N=C1N,IC50,'=',2000,nM,5.7
CHEMBL1923297,CN1CC(C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)C1=O,IC50,'>',30000,nM,
CHEMBL1923297,CN1CC(C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)C1=O,IC50,'=',40,nM,7.4
CHEMBL376277,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(=O)(=O)N(C)C)c1)c1ccccc1,IC50,'=',9,nM,8.05
CHEMBL448678,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)C(O)C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc([N+](=O)[O-])c1,IC50,'<',1000,nM,
CHEMBL499502,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)C(O)C(=O)NCC2CCN(Cc3ccccc3)CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,IC50,'<',1000,nM,
CHEMBL567430,NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NOCCN12,IC50,'=',30,nM,7.52
CHEMBL583699,CO[C@@H](CNc1ccccc1)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,IC50,'=',1500,nM,5.82
CHEMBL572771,COC[C@@H](C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)OC,IC50,'>',10000,nM,
CHEMBL1221925,O=C1c2ccccc2C(=O)C1(O)O,IC50,'=',776000,nM,3.11
CHEMBL1222299,CC[C@@H](CC(=O)NCc1ccccn1)n1c(N)nc2cc(Cl)ccc21,IC50,'>',1000000,nM,
CHEMBL1222300,CC[C@@H](CC(=O)NC1C2CC3CC(C2)CC1C3)n1c(N)nc2cc(Cl)ccc21,IC50,'=',8900,nM,5.05
CHEMBL42453,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[C@@H](CC)C(=O)NC[C@H]2CC[C@H](C(=O)O)CC2)c1,IC50,'=',50,nM,7.3
CHEMBL263260,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[C@@H](CC)C(=O)NCCCCC(=O)O)c1,IC50,'=',400,nM,6.4
CHEMBL5190569,COc1cc(/C=C/c2nnc(-c3ccc(C(F)(F)F)cc3)o2)ccc1O,IC50,'=',255,nM,6.59
