Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value
CHEMBL2048048,COCCOc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N,IC50,'=',382,nM,6.42
CHEMBL2048059,CC(C)(CO)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1,IC50,'=',210,nM,6.68
CHEMBL2058868,O[C@H](CSc1ccc2ccccc2c1)Cn1c2ccccc2c2ccccc21,IC50,'=',5390,nM,5.27
CHEMBL5900095,C[C@H]1COc2cnc(/C(F)=C/c3ccc(F)c([C@]4(C)CS(=O)(=O)N(C)C(N)=N4)c3)nc2O1,IC50,'=',410,nM,6.39
CHEMBL4098403,C[C@@]1(c2cc(CNC3(C(F)(F)F)CC3)c(F)cc2F)CCSC(N)=N1,IC50,'=',69,nM,7.16
CHEMBL4061602,C[C@@H](NCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F)C(F)(F)F,IC50,'=',1970,nM,5.71
CHEMBL4086633,C[C@@]1(c2cc(CNCC(F)(F)F)c(F)cc2F)CCSC(N)=N1,IC50,'=',1310,nM,5.88
CHEMBL4102593,C[C@@]1(c2cc(CNC34CC(C3)C4)c(F)cc2F)CCSC(N)=N1,IC50,'=',2100,nM,5.68
CHEMBL4083698,CC(C)NCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F,IC50,'=',15500,nM,4.81
CHEMBL378225,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,IC50,'=',15,nM,7.82
CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,IC50,'=',1600,nM,5.8
CHEMBL5768064,CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3cnc(C(F)(F)F)cn3)ccc2F)CS1(=O)=O,IC50,'=',7.4,nM,8.13
CHEMBL5757794,CCOC(=O)COc1cnc(/C(F)=C/c2cc(F)c(F)c([C@]3(C)CS(=O)(=O)N(C)C(N)=N3)c2)cn1,IC50,'=',113,nM,6.95
CHEMBL5963873,CN1C(N)=N[C@](C)(c2cc(/C=C(\F)c3ccc(Br)cn3)ccc2F)CS1(=O)=O,IC50,'=',6,nM,8.22
CHEMBL5829243,CN1C(N)=N[C@](C)(c2cc(/C=C(\F)c3cc4nccnc4cn3)ccc2F)CS1(=O)=O,IC50,'=',5285,nM,5.28
CHEMBL5966038,CN1C(N)=N[C@](C)(c2cc(/C=C(\F)c3cnc(OCC#CCF)cn3)ccc2F)CS1(=O)=O,IC50,'=',7,nM,8.15
CHEMBL6060078,CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3cc4c(cn3)OCCO4)ccc2F)[C@H](F)S1(=O)=O,IC50,'=',3585,nM,5.45
CHEMBL1645506,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(C)C)C(=O)NC[C@@](O)(CCc1ccccc1)C(=O)Nc1cccc(C(=O)O)c1,IC50,'=',1400,nM,5.85
CHEMBL1645524,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](N)CNC(=O)c1nn[nH]n1)C(C)C)C(=O)NCCC(=O)Nc1cccc(C(=O)O)c1,IC50,'>',10000,nM,
CHEMBL4174503,Oc1ccc(/C=N/CCn2ccc3ccccc32)c(O)c1,IC50,'=',5700,nM,5.24
CHEMBL3929053,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ncco3)cc1C21N=C(N)N(CCF)C1=O,IC50,'=',128,nM,6.89
CHEMBL3930246,COCCOc1ccc2c(c1)C1(N=C(N)N(CC(F)(F)F)C1=O)[C@]1(CC[C@H](OC)CC1)C2,IC50,'=',77,nM,7.11
CHEMBL3906842,CN1C(=O)C2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,IC50,'=',176.6,nM,6.75
CHEMBL3656248,CN1C(=O)[C@@]2(N=C1N)c1cc(C#N)ccc1CC21CCc2ccccc2CC1,IC50,'=',1452.5,nM,5.84
CHEMBL3913436,CCOCc1ccc2c(c1)C1(N=C(SCC)N(C)C1=O)C1(CCC(OC)CC1)C2,IC50,'=',13.2,nM,7.88
CHEMBL3656253,COCCOc1ccc2c(c1)C1(N=C(N)N(C3CCC3)C1=O)[C@]1(CC[C@H](OC)CC1)C2,IC50,'=',111.7,nM,6.95
CHEMBL3927416,C[C@@H]1Oc2ccc(Br)cc2[C@]2(COC(=N)N2)C12COC2,IC50,'=',39000,nM,4.41
CHEMBL3703230,NC1=NC2(CO1)c1cc(Nc3ccccn3)ccc1OCC21COC1,IC50,'=',36900,nM,4.43
CHEMBL3650852,COc1cnc(C(=O)Nc2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(C)(C)O3)cn1,IC50,'=',107,nM,6.97
CHEMBL3650800,CC1(C)Oc2ccc(-c3cc(O)cc(F)c3)cc2C2(COC(N)=N2)C12COC2,IC50,'=',859,nM,6.07
CHEMBL3650804,CC1(C)Oc2ccc(-c3cncc(Cl)c3)cc2C2(COC(N)=N2)C12COC2,IC50,'=',239,nM,6.62
CHEMBL3650817,CC1(C)Oc2ccc(-c3cccc4[nH]ccc34)cc2C2(COC(N)=N2)C12COC2,IC50,'=',2420,nM,5.62
CHEMBL4113169,CC[C@@H]1C[C@]2(CC[C@H]1OC)Cc1ccc(C#N)cc1[C@]21N=C(N)N(CC(C)(C)F)C1=O,IC50,'=',10,nM,8
CHEMBL4109974,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(Cc2ncc(F)cn2)C3=O)C[C@@H]1C,IC50,'=',9,nM,8.05
CHEMBL3653726,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](O)CC2)C3)c1,IC50,'=',1.3,nM,8.89
CHEMBL3672725,CO[C@H]1CC[C@@]2(CCc3ccc(-c4cncc(Cl)c4)cc3C23N=C(C)C(N)=N3)CC1,IC50,'=',14,nM,7.85
CHEMBL3414700,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](C(F)F)C[C@H]2CS1,IC50,'=',672,nM,6.17
CHEMBL3703304,CC#Cc1cncc(-c2cc3c(cc2F)OCC2(CC2)C32COC(N)=N2)c1,IC50,'=',660,nM,6.18
CHEMBL3703309,Cc1ncncc1-c1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C1(CCC1)O2,IC50,'=',3000,nM,5.52
CHEMBL3924839,Cc1onc2c1CC1(CC2)Cc2ccc(C#CC3CC3)cc2C12N=C(N)N(C)C2=O,IC50,'=',2.8,nM,8.55
CHEMBL4129873,COc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4cccc(-c5cccnc5F)c4)cs3)[nH]c(=O)c2C#N)c1,IC50,'=',15000,nM,4.82
CHEMBL4128586,COc1cccc(-c2nc(SCC(=O)Nc3nc(-c4cc(Cl)c(N)c(Cl)c4)cs3)[nH]c(=O)c2C#N)c1,IC50,'=',7700,nM,5.11
CHEMBL3604695,CCC[C@H](NC(=O)[C@@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)[C@@H](C)CC)C(=O)O,IC50,'=',480000,nM,
CHEMBL3261079,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS(=O)(=O)C2(CCCCC2)C(=N)N1,IC50,'=',8.4,nM,8.08
CHEMBL2178719,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncc(Cl)cn3)C[C@H]2C1=O,IC50,'=',51,nM,7.29
CHEMBL2177919,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O,IC50,'=',11.4,nM,7.94
CHEMBL2177321,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccccc3C)ccc1O2,IC50,'=',7020,nM,5.15
CHEMBL2177338,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccncc3)ccc1O2,IC50,'=',3900,nM,5.41
CHEMBL2177323,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(C)cc3)ccc1O2,IC50,'=',3630,nM,5.44
CHEMBL2407488,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2,IC50,'=',54,nM,7.27
CHEMBL5270046,O=c1c(/C=N/Nc2ccc(C(F)(F)F)cc2)coc2c1ccc1oc(-c3ccc(Cl)cc3)cc12,IC50,'=',14000,nM,4.85
CHEMBL2151140,CN1C(=N)N[C@](C)(c2csc(-c3cccc(C#N)c3)c2)CC1=O,IC50,'=',400,nM,6.4
CHEMBL3703210,CC1(C)Oc2ccc(Br)cc2C2(COC(N)=N2)C12COC2,IC50,'=',11700,nM,4.93
CHEMBL3656142,CN1OC2(N=C1N)c1cc(-c3cc(Cl)cc(Cl)c3)ccc1CC21CCc2ccccc2CC1,IC50,'=',18.9,nM,7.72
CHEMBL3656144,CCOC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(C)O1,IC50,'=',21,nM,7.68
CHEMBL5075689,C[C@H]1SC(N)=N[C@](C)(c2cc(NC(=O)c3cc4c(cn3)OCCO4)ccc2F)[C@H]1F,IC50,'=',0.93,nM,9.03
CHEMBL2151150,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ccc(CC(C)(C)C)cc21,IC50,'=',7.2,nM,8.14
CHEMBL2030996,CC(=O)N[C@@H](Cc1cccc(F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,IC50,'=',1,nM,9
CHEMBL2151153,CC(=O)N[C@@H](Cc1ccc(Cl)cc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,IC50,'=',8.3,nM,8.08
CHEMBL2151243,CC(=O)N[C@@H](Cc1ccc(C)c(F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,IC50,'=',2.2,nM,8.66
CHEMBL5427012,CCCN1CCCCc2cccc(c2)C[C@@H]([C@H](O)CNC(C)(C)c2cccc(OC)c2)NC(=O)c2cccc(c2)C1=O,IC50,'=',3020,nM,5.52
CHEMBL5208596,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)[C@@](C)(CF)C(=N)N3)c2)cn1,IC50,'=',12,nM,7.92
CHEMBL5170080,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)[C@](C)(C(F)F)C(=N)N3)c2)cn1,IC50,'=',171,nM,6.77
CHEMBL2058778,Cc1ccc(OCC(=O)N[C@H]2c3cc(NC(=O)COc4ccc(C#N)cc4C)ccc3C[C@H]2O)cc1,IC50,'=',4000,nM,5.4
CHEMBL3937398,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1[C@@]21N=C(C)C(N)=N1,IC50,'=',3.7,nM,8.43
CHEMBL3961886,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1C21N=C(C)C(N)=N1,IC50,'=',6.1,nM,8.21
CHEMBL4111911,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1[C@]21N=C(C)C(N)=N1,IC50,'>',4900,nM,
CHEMBL3703234,NC1=NC2(CO1)c1cc(NC(=O)c3ncc(Cl)cc3F)ccc1OCC21CC1,IC50,'=',276,nM,6.56
CHEMBL3703311,NC1=NC2(CO1)c1cc(-c3ccc(F)nc3)ccc1OC1(CCC1)C21COC1,IC50,'=',3560,nM,5.45
CHEMBL3650760,N#Cc1cccc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c1,IC50,'=',1680,nM,5.78
CHEMBL3650768,COc1ccc(F)c(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c1,IC50,'=',635,nM,6.2
CHEMBL3650800,CC1(C)Oc2ccc(-c3cc(O)cc(F)c3)cc2C2(COC(N)=N2)C12COC2,IC50,'=',1410,nM,5.85
CHEMBL4107226,CC[C@@H]1C[C@]2(CC[C@H]1OC)Cc1ccc(C#N)cc1[C@]21N=C(N)N(CC2CCOCC2)C1=O,IC50,'=',8,nM,8.1
CHEMBL4110164,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@@H]1C,IC50,'=',14,nM,7.85
CHEMBL3967706,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C[C@@H]2CCO2)C3=O)C[C@@H]1C,IC50,'=',9,nM,8.05
CHEMBL3645156,CCCCOc1cnc(C(=O)Nc2cccc(C3(C)CCSC(N)=N3)c2)cn1,IC50,'=',160,nM,6.8
CHEMBL3640220,C[C@@]1(c2cccc(NC(=O)c3cnc(OCC4CCO4)cn3)c2)CCSC(N)=N1,IC50,'=',170,nM,6.77
CHEMBL3640221,C[C@@]1(c2cccc(NC(=O)c3cnc(OCc4ccccc4)cn3)c2)CCSC(N)=N1,IC50,'=',80,nM,7.1
CHEMBL3640276,CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(OC)c1F,IC50,'=',22,nM,7.66
CHEMBL3640279,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cccc(Cl)c3)C2)nc(C)c1F,IC50,'=',176,nM,6.75
CHEMBL3414707,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccc(F)cc2F)CO1,IC50,'=',704,nM,6.15
CHEMBL3703236,NC1=NC2(CO1)c1cc(NC(=O)c3ccc(F)cn3)ccc1OCC21CC1,IC50,'=',61,nM,7.21
CHEMBL3703237,NC1=NC2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1OCC21CC1,IC50,'=',22,nM,7.66
CHEMBL3703251,CCC(CC)Cc1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C1(CCC1)O2,IC50,'=',1400,nM,5.85
CHEMBL3703255,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)CO3)c1,IC50,'=',99,nM,7
CHEMBL3703270,NC1=NC2(CO1)c1cc(-c3cccnc3F)ccc1OC1(CCC1)C21COC1,IC50,'=',110,nM,6.96
CHEMBL3703278,C[C@@H]1Oc2ccc(-c3cccnc3F)cc2[C@@]2(COC(N)=N2)C12COC2,IC50,'=',450,nM,6.35
CHEMBL3703291,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(CCC(F)(F)F)O3)c1,IC50,'=',22,nM,7.66
CHEMBL3703296,NC1=NC2(CO1)c1cc(-c3cncnc3)c(F)cc1OCC21CC1,IC50,'=',240,nM,6.62
CHEMBL3650799,CC1(C)Oc2ccc(-c3cnc4[nH]ccc4c3)cc2C2(COC(N)=N2)C12COC2,IC50,'=',310,nM,6.51
CHEMBL3650810,CC1(C)Oc2ccc(-c3cccc4cccnc34)cc2C2(COC(N)=N2)C12COC2,IC50,'=',1400,nM,5.85
CHEMBL3650813,CC1(C)Oc2ccc(-c3ccc4c(c3)OCO4)cc2C2(COC(N)=N2)C12COC2,IC50,'=',2500,nM,5.6
CHEMBL3650827,N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(COC(N)=N2)C2(CC2)CO3)nc1,IC50,'=',53,nM,7.28
CHEMBL3650836,NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OCC21CC(F)(F)C1,IC50,'=',6100,nM,5.21
CHEMBL3650180,Cc1nc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)no1,IC50,'=',341,nM,6.47
CHEMBL3236226,Cc1ccccc1-c1ccc2[nH]cc(C(=O)NCc3ccco3)c(=O)c2c1,IC50,,,,
CHEMBL3650185,Cn1ncc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)n1,IC50,'=',466,nM,6.33
CHEMBL3642605,CC1(c2cc(Br)cc(NC(=O)c3cccs3)c2)CCSC(N)=N1,IC50,'=',5100,nM,5.29
CHEMBL3642623,CC1(c2cc(Br)cc(NC(=O)c3ccc(Br)cc3)c2)CCSC(N)=N1,IC50,'=',140,nM,6.85
CHEMBL3656196,CCCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2,IC50,'=',54.3,nM,7.26
CHEMBL3656210,CCCCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2,IC50,'=',48,nM,7.32
CHEMBL3656216,CCN1C(=O)C2(N=C1N)c1cc(CCC(C)C)ccc1C[C@]21CC[C@@H](OC)CC1,IC50,'=',8,nM,8.1
CHEMBL3889795,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3nccs3)cc1C21N=C(N)N(CCF)C1=O,IC50,'=',115,nM,6.94
CHEMBL3656227,COCCN1C(=O)C2(N=C1N)c1cc(Cl)ccc1C[C@]21CC[C@@H](OC)CC1,IC50,'=',88,nM,7.06
CHEMBL3939788,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(CC(F)F)C1=O,IC50,'=',138,nM,6.86
CHEMBL3915238,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC(N)=O)C1=O,IC50,'=',11,nM,7.96
CHEMBL3656239,COCCOc1ccc2c(c1)C1(CC(=N)N(CC(F)(F)F)C1=O)[C@]1(CC[C@H](OC)CC1)C2,IC50,'=',77,nM,7.11
CHEMBL3971363,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3ccccc3)cc1[C@]21N=C(N)N(C)C1=O,IC50,'=',3.9,nM,8.41
CHEMBL3978446,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N([C@@H](C)CO)C1=O,IC50,'=',13500,nM,4.87
CHEMBL3979493,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N([C@H](C)CO)C1=O,IC50,'=',19370,nM,4.71
CHEMBL3908843,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3cc(Cl)cc(Cl)c3)cc1C21N=C(N)N(C)C1=O,IC50,'=',6,nM,8.22
CHEMBL3741055,C[C@@]1(c2cc(-c3cc(-c4ncc(Cl)cn4)no3)ccc2F)C[S@@]2(=O)=NCCCCN2C(N)=N1,IC50,'=',12,nM,7.92
CHEMBL2179130,CC[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCC(C)C,IC50,'=',9.5,nM,8.02
CHEMBL2180031,CC#Cc1cncc(-c2cccc(C3(c4cc(C)c(OC)c(C)c4)N=C(C)C(N)=N3)c2)c1,IC50,'=',14,nM,7.85
CHEMBL5203401,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)[C@](C)(CF)C(=N)N2)n1,IC50,'=',2,nM,8.7
CHEMBL2019032,Cl.O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1cc(=O)c2ccccc2o1,IC50,'=',22400,nM,4.65
CHEMBL2019037,COc1cc(OC)c2c(=O)cc(C(=O)NCCCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)oc2c1.Cl,IC50,'=',2100,nM,5.68
CHEMBL2181022,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,IC50,'=',54.2,nM,7.27
CHEMBL2059597,Nc1cccc(SCC(O)Cn2c3ccccc3c3ccccc32)c1,IC50,'=',36100,nM,4.44
CHEMBL4800161,COc1cc(/C=N/NC(=O)N2CCN(c3ccccn3)CC2)cc(OC)c1OC,IC50,'=',4640,nM,5.33
CHEMBL4788019,O=C(N/N=C/c1ccc(F)cc1)N1CCN(c2ccccn2)CC1,IC50,'=',1240,nM,5.91
CHEMBL5088449,C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)Cn2c(C#N)cnc2C(N)=N1,IC50,'=',11.5,nM,7.94
CHEMBL2177335,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,IC50,'=',800,nM,6.1
CHEMBL2177340,COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,IC50,'=',534,nM,6.27
CHEMBL2177317,CCc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(C)=O)CC1(CCC1)O2,IC50,'=',91,nM,7.04
CHEMBL2177343,CC(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,IC50,'=',36,nM,7.44
CHEMBL2177302,CCn1cc(C2(c3cccc(-c4cncc(C#N)c4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,IC50,'=',8.26,nM,8.08
CHEMBL3640246,C[C@@]1(c2cc(NC(=O)c3cnc(NCC#N)cn3)ccc2F)CCSC(N)=N1,IC50,'=',200,nM,6.7
CHEMBL3653491,Cc1nc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(N)o1,IC50,'=',260,nM,6.58
CHEMBL2177479,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(c2nccs2)S(=O)(=O)N3c2cccc(F)c2)c1,IC50,'=',4100,nM,5.39
CHEMBL2177474,CCN1C[C@]2(CCN(Cc3cccc(OC(C)C)c3)[C@@H](C)C2)N(c2cccc(F)c2)S1(=O)=O,IC50,,,,
CHEMBL2177472,C[C@H]1C[C@]2(CCN1Cc1cccc(-c3ccccc3Cl)c1)CNS(=O)(=O)N2c1cccc(F)c1,IC50,'=',710,nM,6.15
CHEMBL2177471,C[C@H]1C[C@]2(CCN1Cc1cccc(OC3CCCC3)c1)CNS(=O)(=O)N2c1cccc(F)c1,IC50,'=',5300,nM,5.28
CHEMBL2177474,CCN1C[C@]2(CCN(Cc3cccc(OC(C)C)c3)[C@@H](C)C2)N(c2cccc(F)c2)S1(=O)=O,IC50,'=',1700,nM,5.77
CHEMBL2177472,C[C@H]1C[C@]2(CCN1Cc1cccc(-c3ccccc3Cl)c1)CNS(=O)(=O)N2c1cccc(F)c1,IC50,'=',1700,nM,5.77
CHEMBL2177471,C[C@H]1C[C@]2(CCN1Cc1cccc(OC3CCCC3)c1)CNS(=O)(=O)N2c1cccc(F)c1,IC50,'=',11000,nM,4.96
CHEMBL2177470,CC(C)Oc1cc(CN2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)ccc1O,IC50,'=',100,nM,7
CHEMBL2177483,CCc1n[nH]c2ccc(CN3CC[C@@]4(C[C@@H]3C)CN(C)S(=O)(=O)N4c3cccc(F)c3)cc12,IC50,'=',290,nM,6.54
CHEMBL2177482,C[C@H]1C[C@]2(CCN1Cc1ccc3[nH]ccc3c1)CN(C)S(=O)(=O)N2c1cccc(F)c1,IC50,'=',770,nM,6.11
CHEMBL2177487,CCOc1cccc(CN2CC[C@]3(CNS(=O)(=O)N3c3cccc(F)c3)C[C@@H]2C)c1,IC50,'=',3300,nM,5.48
CHEMBL2177484,C[C@H]1C[C@]2(CCN1Cc1ccc(O)cc1)CN(C)S(=O)(=O)N2c1cccc(F)c1,IC50,'=',270,nM,6.57
CHEMBL2177478,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(c2ncccn2)S(=O)(=O)N3c2cccc(F)c2)c1,IC50,'=',1500,nM,5.82
CHEMBL2177475,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(C(C)C)S(=O)(=O)N3c2cccc(F)c2)c1,IC50,'=',2300,nM,5.64
CHEMBL3670365,C[C@@]1(c2nc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,'=',6,nM,8.22
CHEMBL3670381,N#Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)n2)c(Cl)c1,IC50,'=',42,nM,7.38
CHEMBL3670385,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,'=',40,nM,7.4
CHEMBL2408786,CC#Cc1cncc(-c2ccc3c(c2)C2(C=C(F)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,IC50,'=',0.031,nM,10.51
CHEMBL2047909,CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(-c4ccco4)c3)[C@@H]2O)c1,IC50,'=',1380,nM,5.86
CHEMBL2048052,CCOC[C@H](Oc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,IC50,'=',32,nM,7.5
CHEMBL2048053,COC[C@@H](Oc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,IC50,'=',2,nM,8.7
CHEMBL2178200,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)cc(Cl)c2)cc1,IC50,'=',3300,nM,5.48
CHEMBL3394040,CC1(C)C=C(c2cc3c(cn2)Oc2ccc(-c4cccnc4F)cc2[C@@]32COC(N)=N2)CCO1,IC50,'=',0.9,nM,9.05
CHEMBL3394052,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccccc3)cc12,IC50,'=',1.4,nM,8.85
CHEMBL3394047,CC1(C)CN(c2cc3c(cn2)Oc2ccc(-c4cccnc4F)cc2[C@@]32COC(N)=N2)CCO1,IC50,'=',22,nM,7.66
CHEMBL3394048,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(N3CCC(F)(F)CC3)cc12,IC50,'=',8.7,nM,8.06
CHEMBL3394057,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccnc(F)c3)cc12,IC50,'=',21.2,nM,7.67
CHEMBL3650766,N#Cc1cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)ccc1F,IC50,'=',3630,nM,5.44
CHEMBL3670306,COCCOc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)C=CSC(N)=N3)c2)nc1,IC50,'=',73,nM,7.14
CHEMBL3670308,C[C@@]1(c2cc(NC(=O)c3cnc(-c4ncco4)cn3)ccc2F)C=CSC(N)=N1,IC50,'=',304,nM,6.52
CHEMBL3670317,COc1ccc(C2(c3cccc(NC(=O)c4ncc(Cl)cc4Cl)c3)CSC(N)=N2)cc1O,IC50,'=',186,nM,6.73
